date,1. open,2. high,3. low,4. close,5. volume
2020-03-25 09:35:00,243.44,249.89,243.44,249.48,494116.0
2020-03-25 09:40:00,249.45,254.78,248.59,253.895,287563.0
2020-03-25 09:45:00,254.136,255.0,250.62,252.22,249459.0
2020-03-25 09:50:00,252.51,252.84,249.55,251.79,341522.0
2020-03-25 09:55:00,251.19,251.95,247.21,247.3623,172474.0
2020-03-25 10:00:00,247.37,248.59,246.5,246.73,190062.0
2020-03-25 10:05:00,246.69,246.737,243.18,243.7,183114.0
2020-03-25 10:10:00,243.73,246.22,243.68,245.6205,129796.0
2020-03-25 10:15:00,245.845,245.9,240.36,241.0108,135459.0
2020-03-25 10:20:00,241.03,242.8,240.89,242.29,81469.0
2020-03-25 10:25:00,242.15,245.1188,242.14,244.52,95542.0
2020-03-25 10:30:00,244.42,244.42,241.41,243.365,79737.0
2020-03-25 10:35:00,243.49,244.97,243.38,243.77,91592.0
2020-03-25 10:40:00,243.77,246.0,242.72,246.0,115516.0
2020-03-25 10:45:00,246.0,248.925,245.99,246.9,123826.0
2020-03-25 10:50:00,247.15,248.65,245.7145,246.73,92772.0
2020-03-25 10:55:00,246.46,248.5,246.39,246.71,63653.0
2020-03-25 11:00:00,246.42,249.9,246.29,249.37,64819.0
2020-03-25 11:05:00,249.345,249.5,246.982,248.4247,86348.0
2020-03-25 11:10:00,248.51,250.441,248.48,249.6906,96271.0
2020-03-25 11:15:00,249.59,249.75,248.14,249.03,64490.0
2020-03-25 11:20:00,249.0399,249.79,247.81,249.06,75921.0
2020-03-25 11:25:00,249.01,249.31,247.62,248.89,65795.0
2020-03-25 11:30:00,249.0,250.11,247.71,248.375,63430.0
2020-03-25 11:35:00,248.393,249.38,247.7,248.76,34444.0
2020-03-25 11:40:00,248.8,249.82,248.2,248.7,55594.0
2020-03-25 11:45:00,248.565,249.1,246.87,247.37,38122.0
2020-03-25 11:50:00,247.19,249.385,246.0106,248.72,52470.0
2020-03-25 11:55:00,248.685,249.0,247.02,247.19,60290.0
2020-03-25 12:00:00,247.21,248.59,247.05,247.72,50454.0
2020-03-25 12:05:00,247.76,249.9499,247.58,249.62,46725.0
2020-03-25 12:10:00,249.7593,249.79,247.84,247.85,71553.0
2020-03-25 12:15:00,247.76,248.1072,246.81,247.7684,63246.0
2020-03-25 12:20:00,247.7999,250.22,247.66,249.17,109504.0
2020-03-25 12:25:00,249.05,250.514,248.44,250.45,62568.0
2020-03-25 12:30:00,250.735,251.9,250.27,251.07,90773.0
