,date,1. open,2. high,3. low,4. close,5. volume,sma20,sma50,sma100,sma200,ema9,ema15,ema65,ema200,rsi
0,2020-03-25 09:35:00,98.846,101.4436,98.6265,100.1463,42556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1,2020-03-25 09:40:00,100.41,101.08,100.04,101.07,12327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2,2020-03-25 09:45:00,101.05,101.47,99.825,99.8658,19047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6
3,2020-03-25 09:50:00,99.99,99.99,98.68,98.75,14075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.28
4,2020-03-25 09:55:00,98.89,99.07,97.21,97.21,11683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99
5,2020-03-25 10:00:00,97.2,98.13,96.91,97.03,9893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26
6,2020-03-25 10:05:00,96.97,98.1875,96.28,96.77,14850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25
7,2020-03-25 10:10:00,96.965,97.78,96.76,97.19,13707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52
8,2020-03-25 10:15:00,97.175,97.63,96.09,96.62799999999999,13845.0,0.0,0.0,0.0,0.0,97.91,0.0,0.0,0.0,20.62
9,2020-03-25 10:20:00,96.9,97.61,96.9,97.255,7445.0,0.0,0.0,0.0,0.0,97.78,0.0,0.0,0.0,30.87
10,2020-03-25 10:25:00,97.41,97.9,96.91,96.91,19198.0,0.0,0.0,0.0,0.0,97.61,0.0,0.0,0.0,28.67
11,2020-03-25 10:30:00,96.83,96.83,95.82,95.995,10672.0,0.0,0.0,0.0,0.0,97.28,0.0,0.0,0.0,23.84
12,2020-03-25 10:35:00,96.15,96.7,95.91,96.465,16558.0,0.0,0.0,0.0,0.0,97.12,0.0,0.0,0.0,30.34
13,2020-03-25 10:40:00,96.55,98.575,96.5399,98.47,9056.0,0.0,0.0,0.0,0.0,97.39,0.0,0.0,0.0,49.96
14,2020-03-25 10:45:00,98.5,100.12,98.36,99.465,18394.0,0.0,0.0,0.0,0.0,97.8,98.03,0.0,0.0,56.5
15,2020-03-25 10:50:00,99.81,100.83,99.55,100.07,18073.0,0.0,0.0,0.0,0.0,98.26,98.28,0.0,0.0,59.94
16,2020-03-25 10:55:00,100.07,101.43,99.84,100.97,17045.0,0.0,0.0,0.0,0.0,98.8,98.62,0.0,0.0,64.43
17,2020-03-25 11:00:00,100.75,101.99,100.71,101.37,20197.0,0.0,0.0,0.0,0.0,99.31,98.96,0.0,0.0,66.25
18,2020-03-25 11:05:00,101.285,101.83,101.28,101.345,11999.0,0.0,0.0,0.0,0.0,99.72,99.26,0.0,0.0,66.02
19,2020-03-25 11:10:00,101.46,101.87,101.36,101.65,13543.0,98.73,0.0,0.0,0.0,100.11,99.56,0.0,0.0,67.48
20,2020-03-25 11:15:00,101.6699,102.45,101.0692,101.2498,9538.0,98.79,0.0,0.0,0.0,100.33,99.77,0.0,0.0,63.61
21,2020-03-25 11:20:00,101.2,101.255,100.725,101.155,5849.0,98.79,0.0,0.0,0.0,100.5,99.94,0.0,0.0,62.7
22,2020-03-25 11:25:00,101.12,101.36,100.89,101.06,9178.0,98.85,0.0,0.0,0.0,100.61,100.08,0.0,0.0,61.74
23,2020-03-25 11:30:00,101.05,101.935,101.01,101.15,6453.0,98.97,0.0,0.0,0.0,100.72,100.22,0.0,0.0,62.33
24,2020-03-25 11:35:00,101.21,101.85,101.04,101.64,7262.0,99.19,0.0,0.0,0.0,100.9,100.39,0.0,0.0,65.44
25,2020-03-25 11:40:00,101.74,102.095,101.41,101.665,12299.0,99.42,0.0,0.0,0.0,101.06,100.55,0.0,0.0,65.6
26,2020-03-25 11:45:00,101.73,102.47,101.73,101.74,17052.0,99.67,0.0,0.0,0.0,101.19,100.7,0.0,0.0,66.09
27,2020-03-25 11:50:00,101.785,102.45,101.45,102.12,6903.0,99.92,0.0,0.0,0.0,101.38,100.88,0.0,0.0,68.56
28,2020-03-25 11:55:00,102.4,102.83,102.26,102.33,10149.0,100.2,0.0,0.0,0.0,101.57,101.06,0.0,0.0,69.87
29,2020-03-25 12:00:00,102.18,102.64,102.04,102.34,8142.0,100.46,0.0,0.0,0.0,101.72,101.22,0.0,0.0,69.93
30,2020-03-25 12:05:00,102.545,103.07,102.545,103.045,6160.0,100.76,0.0,0.0,0.0,101.99,101.45,0.0,0.0,74.11
31,2020-03-25 12:10:00,103.04,103.46,102.67,102.87,34630.0,101.11,0.0,0.0,0.0,102.16,101.63,0.0,0.0,71.46
32,2020-03-25 12:15:00,102.9877,103.0,102.62,102.785,16295.0,101.42,0.0,0.0,0.0,102.29,101.77,0.0,0.0,70.14
33,2020-03-25 12:20:00,102.88,103.76,102.845,103.625,11076.0,101.68,0.0,0.0,0.0,102.56,102.0,0.0,0.0,75.03
34,2020-03-25 12:25:00,103.61,104.39,103.61,104.16,17363.0,101.92,0.0,0.0,0.0,102.88,102.27,0.0,0.0,77.55
35,2020-03-25 12:30:00,104.405,104.56,104.0,104.1,11492.0,102.12,0.0,0.0,0.0,103.12,102.5,0.0,0.0,76.62
36,2020-03-25 12:35:00,103.96,104.36,103.21,104.32,9125.0,102.29,0.0,0.0,0.0,103.36,102.73,0.0,0.0,77.68
37,2020-03-25 12:40:00,104.31,104.775,103.88,104.775,6370.0,102.46,0.0,0.0,0.0,103.64,102.98,0.0,0.0,79.73
38,2020-03-25 12:45:00,104.775,105.0,104.34,104.85,7620.0,102.63,0.0,0.0,0.0,103.88,103.22,0.0,0.0,80.06
39,2020-03-25 12:50:00,104.865,105.135,104.605,104.64,11043.0,102.78,0.0,0.0,0.0,104.04,103.4,0.0,0.0,76.36
40,2020-03-25 12:55:00,104.64,105.35,104.63,104.73,7692.0,102.96,0.0,0.0,0.0,104.17,103.56,0.0,0.0,76.85
41,2020-03-25 13:00:00,104.64,105.0,104.28,104.79,8919.0,103.14,0.0,0.0,0.0,104.3,103.72,0.0,0.0,77.2
42,2020-03-25 13:05:00,105.0,105.52,104.55,104.81,11885.0,103.32,0.0,0.0,0.0,104.4,103.85,0.0,0.0,77.32
43,2020-03-25 13:10:00,104.73,105.89,104.73,105.82,17004.0,103.56,0.0,0.0,0.0,104.68,104.1,0.0,0.0,82.37
44,2020-03-25 13:15:00,105.76,105.76,105.055,105.055,12716.0,103.73,0.0,0.0,0.0,104.76,104.22,0.0,0.0,69.71
45,2020-03-25 13:20:00,105.085,106.065,105.085,105.96,18591.0,103.94,0.0,0.0,0.0,105.0,104.44,0.0,0.0,74.67
46,2020-03-25 13:25:00,106.105,107.355,106.105,107.24,9435.0,104.22,0.0,0.0,0.0,105.45,104.79,0.0,0.0,79.72
47,2020-03-25 13:30:00,107.24,107.24,106.15,106.565,12801.0,104.44,0.0,0.0,0.0,105.67,105.01,0.0,0.0,71.61
48,2020-03-25 13:35:00,106.49,107.635,106.45,107.635,8817.0,104.71,0.0,0.0,0.0,106.06,105.34,0.0,0.0,75.81
49,2020-03-25 13:40:00,107.53,108.6,107.435,107.66,16014.0,104.97,101.81,0.0,0.0,106.38,105.63,0.0,0.0,75.9
50,2020-03-25 13:45:00,107.55,107.73,107.11,107.14,12841.0,105.18,101.95,0.0,0.0,106.53,105.82,0.0,0.0,70.07
51,2020-03-25 13:50:00,107.27,107.46,106.63,107.0995,16993.0,105.39,102.07,0.0,0.0,106.65,105.98,0.0,0.0,69.63
52,2020-03-25 13:55:00,107.2099,107.2099,105.595,105.79,21371.0,105.54,102.19,0.0,0.0,106.48,105.95,0.0,0.0,56.94
53,2020-03-25 14:00:00,105.98,106.335,105.31,105.31,7049.0,105.62,102.32,0.0,0.0,106.24,105.87,0.0,0.0,53.12
54,2020-03-25 14:05:00,105.52,105.645,105.05,105.58,10374.0,105.69,102.49,0.0,0.0,106.11,105.84,0.0,0.0,54.95
55,2020-03-25 14:10:00,105.56,105.57,105.0,105.09,15192.0,105.74,102.65,0.0,0.0,105.91,105.74,0.0,0.0,51.05
