,date,1. open,2. high,3. low,4. close,5. volume,sma20,sma50,sma100,sma200,ema9,ema15,ema65,ema200,rsi
0,2020-03-25 09:35:00,102.677,104.9977,101.494,103.3922,129417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1,2020-03-25 09:40:00,103.36,104.66,102.99,104.65,54190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2,2020-03-25 09:45:00,104.48,105.09,103.88,104.99,130384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3,2020-03-25 09:50:00,104.89,106.64,104.73,106.64,100296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4,2020-03-25 09:55:00,106.62,107.43,105.34,105.5,72603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.3
5,2020-03-25 10:00:00,105.49,105.56,104.96,104.96,121395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2
6,2020-03-25 10:05:00,104.94,106.01,104.77,105.625,100062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.67
7,2020-03-25 10:10:00,105.54,106.31,105.33,105.575,82359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.89
8,2020-03-25 10:15:00,105.6548,105.655,105.08,105.37,90161.0,0.0,0.0,0.0,0.0,105.11,0.0,0.0,0.0,63.63
9,2020-03-25 10:20:00,105.43,105.93,105.33,105.93,33981.0,0.0,0.0,0.0,0.0,105.27,0.0,0.0,0.0,68.19
10,2020-03-25 10:25:00,106.21,106.43,105.61,106.01,99740.0,0.0,0.0,0.0,0.0,105.42,0.0,0.0,0.0,68.79
11,2020-03-25 10:30:00,105.925,105.98,105.52,105.56,57182.0,0.0,0.0,0.0,0.0,105.45,0.0,0.0,0.0,61.72
12,2020-03-25 10:35:00,105.68,105.71,105.27,105.58,59510.0,0.0,0.0,0.0,0.0,105.47,0.0,0.0,0.0,61.91
13,2020-03-25 10:40:00,105.59,106.03,105.29,105.92,42953.0,0.0,0.0,0.0,0.0,105.56,0.0,0.0,0.0,65.04
